"Cart isn't assigned to correct store","Cart isn't assigned to correct store",module,Magento_Quote
" (no data)"," (no data)",module,Magento_Support
"Custom Path","Custom Path",module,Magento_Paypal
"What's this?","Що це?",module,Magento_Persistent
"Return Confirmation","Return Confirmation",module,Magento_Rma
"Details","Подробиці",module,Magento_Cms
"Postal code is required.","Поштовий індекс необхідний.",module,Magento_Braintree
"The requested cart item doesn't exist.","The requested cart item doesn't exist.",module,Magento_Wishlist
"Generation Settings","Generation Settings",module,Magento_Sitemap
"Page Title","Заголовок сторінки",module,Magento_CmsStaging
"Warning tax discount configuration might result in different discounts,module,Magento_Tax than a customer might expect. ","Warning tax discount configuration might result in different discounts,module,Magento_Tax than a customer might expect. ",module,Magento_Tax
"Send Order Comments Email Copy Method","Send Order Comments Email Copy Method",module,Magento_Sales
"%1's Wishlist","%1's Wishlist",module,Magento_Wishlist
"ALL GROUPS","УСІ ГРУПИ",module,Magento_Catalog
"Invalidated","Визнано недійсним",module,Magento_Backend
"SKU: Descending","Артикул: за спаданням",module,Magento_VisualMerchandiser
"Summary","Підсумок",module,Magento_Review
"refund","повернення",module,Magento_Authorizenet
"The store wasn't found. Verify the store and try again.","The store wasn't found. Verify the store and try again.",module,Magento_Store
"Continue Shopping","Продовжити покупки",module,Magento_Checkout
"Checkout out as a new customer","Checkout out as a new customer",module,Magento_Customer
"'%value%' looks like a DNS hostname but cannot extract TLD part.","'%value%' looks like a DNS hostname but cannot extract TLD part.",module,Magento_Eav
"Validate REMOTE_ADDR","Валідувати REMOTE_ADDR",module,Magento_Backend
"Please select a static block.","Будь ласка, виберіть статичний блок.",module,Magento_Catalog
"Cannot save attributeGroup","Cannot save attributeGroup",module,Magento_Eav
"%operation_name - Scheduled Export Failed","%operation_name - Scheduled Export Failed",module,Magento_ScheduledImportExport
"Sort Order","Порядок Сортування",module,Magento_OfflinePayments
"Invalid default date","Invalid default date",module,Magento_Eav
"No valid data sent","No valid data sent",module,Magento_ScheduledImportExport
"Add Option","Додати опцію",module,Magento_Bundle
"Delete","Видалити",module,Magento_GiftCard
"Please specify shipping methods for all addresses.","Please specify shipping methods for all addresses.",module,Magento_Multishipping
"Country","Країна",module,Magento_TaxImportExport
"Can not initialize PayPal (Braintree)","Не вдається ініціалізувати PayPal (Braintree)",module,Magento_Braintree
"Select...","Виберіть...",module,Magento_Ui
"Enter gift card code","Enter gift card code",module,Magento_GiftCardAccount
"Gift Registry created at %store_name","Gift Registry created at %store_name",module,Magento_GiftRegistry
"Your quote number is: %1.","Your quote number is: %1.",module,Magento_NegotiableQuote
"You saved the store.","Ви зберегли магазин.",module,Magento_Backend
"Import path %1 not exists","Import path %1 not exists",module,Magento_ScheduledImportExport
"Email Associated with PayPal Merchant Account","Email Associated with PayPal Merchant Account",module,Magento_Paypal
"%name,","%name,",module,Magento_GiftRegistry
"Marked as suspect. The billing or shipping address is similar to an address previously marked as suspect","Marked as suspect. The billing or shipping address is similar to an address previously marked as suspect",module,Magento_Cybersource
"Datetime","Дата й час",module,Magento_Catalog
"Shipping Information","Shipping Information",module,Magento_SalesArchive
"The "%1" Cart doesn't contain products.","The "%1" Cart doesn't contain products.",module,Magento_GiftCardAccount
"Paused","Paused",module,Magento_Newsletter
"Connection Timeout in Seconds","Connection Timeout in Seconds",module,Magento_Directory
"%merchant_name,","%merchant_name,",module,Magento_NegotiableQuote
"Minimum Stock Threshold","Minimum Stock Threshold",module,Magento_VisualMerchandiser
"New Subcategory","Нова підкатегорія",module,Magento_Catalog
"Type","Тип",module,Magento_Vault
"Click on the code(s) above to redeem them into Store Credit.","Click on the code(s) above to redeem them into Store Credit.",module,Magento_GiftCard
"An error occurred while saving account.","Сталася помилка під час збереження облікового запису.",module,Magento_Backend
"Please Select","Виберіть, будь ласка",module,Magento_Braintree
"Available to All","Available to All",module,Magento_Invitation
"Page Title","Заголовок сторінки",module,Magento_Cms
"Merge CSS Files","Об'єднати Файли CSS",module,Magento_Backend
"XML Sitemap Section","XML Sitemap Section",module,Magento_Sitemap
"Duplicate Categories By URL Key","Duplicate Categories By URL Key",module,Magento_Support
"The backup file does not exist.","Файл резервної копії не існує.",module,Magento_Backup
"All Files","Всі файли",module,Magento_Downloadable
"PayPal Buyer Warranty Bonus","PayPal Buyer Warranty Bonus",module,Magento_Paypal
"You will be redirected to the payment system website.","You will be redirected to the payment system website.",module,Magento_Paypal
"Make sure your file isn't more than %1M.","Make sure your file isn't more than %1M.",module,Magento_ImportExport
"Out-of-Stock Threshold","Поріг, після якого Немає в наявності",module,Magento_ScalableInventory
"Set root category for this store in the <a href="%1">configuration</a>.","Встановити кореневу категорію для актуального магазину у <a href="%1">конфігурації</a>.",module,Magento_Catalog
"Duplicate template code","Duplicate template code",module,Magento_Newsletter
"We can't delete the quote item right now.","We can't delete the quote item right now.",module,Magento_NegotiableQuote
"Virtual PayPal Debit Card Transaction","Virtual PayPal Debit Card Transaction",module,Magento_Paypal
"Delete","Видалити",module,Magento_SalesRule
"Please enter positive number in this field.","Please enter positive number in this field.",module,Magento_Ui
"Are you sure you want to delete this tracking information?","Are you sure you want to delete this tracking information?",module,Magento_Rma
"Start Time","Час початку",module,Magento_Backup
"The requested price is not found.","The requested price is not found.",module,Magento_CatalogStaging
"Delete","Видалити",module,Magento_Search
"Edit Search","Edit Search",module,Magento_Search
"Show Related Products","Show Related Products",module,Magento_TargetRule
"Payment from Applicable Countries","Платіж з Відповідних Країн",module,Magento_Authorizenet
"You can use this coupon up to %coupon_limit time(s).","You can use this coupon up to %coupon_limit time(s).",module,Magento_Reminder
"Most Viewed Products","Найбільш Просмотрювані Товари",module,Magento_Backend
"Specified","Specified",module,Magento_Config
"Date Created (days ago)","Date Created (days ago)",module,Magento_VisualMerchandiser
"Address","Адреса",module,Magento_Multishipping
"An error occurred during processing; coupon with id %1 expiration date wasn't updated. The error message was: %2","An error occurred during processing; coupon with id %1 expiration date wasn't updated. The error message was: %2",module,Magento_SalesRuleStaging
"Node Levels to Include","Node Levels to Include",module,Magento_VersionsCms
"%1 order(s) were not put on hold.","%1 order(s) were not put on hold.",module,Magento_Sales
"Redirect to CMS-page if Cookies are Disabled","Redirect to CMS-page if Cookies are Disabled",module,Magento_Cms
"<a href="%1">Retry Synchronization</a>","<a href="%1">Повторити синхронізацію</a>",module,Magento_Analytics
"Please enter a correct entity.","Please enter a correct entity.",module,Magento_ImportExport
"Attribute Information","Інформація атрибуту",module,Magento_Rma
"View orders of subordinate users","View orders of subordinate users",module,Magento_Company
"The options for "%1" attribute can't be loaded.","The options for "%1" attribute can't be loaded.",module,Magento_Eav
"Uses","Використовує",module,Magento_Search
"Cannot set shipping method. %1","Cannot set shipping method. %1",module,Magento_Quote
"Cart contains virtual product(s) only. Shipping address is not applicable.","Кошик містить тільки віртуальний товар(и). Адреса доставки не потрібна.",module,Magento_Checkout
"Change Customer Group?","Змінити групу покупців?",module,Magento_Company
"Confirm Password","Підтвердьте пароль",module,Magento_Customer
"The "%1" link type is unknown. Verify the type and try again.","The "%1" link type is unknown. Verify the type and try again.",module,Magento_Catalog
"Cannot delete the company admin. Delete operation has been stopped. Please repeat the action for the other customers.","Cannot delete the company admin. Delete operation has been stopped. Please repeat the action for the other customers.",module,Magento_Company
"My Orders","Мої замовлення",module,Magento_Company
"This item needs to be assigned to a store view. Assign item and try again.","Цей елемент має бути призначений до магазину. Перевірте чи призначений елемент та повторіть спробу.",module,Magento_AdminGws
"* - Enter custom price excluding tax","* - Enter custom price excluding tax",module,Magento_Sales
"Something is wrong with the file upload settings.","Something is wrong with the file upload settings.",module,Magento_Theme
"Update Status","Update Status",module,Magento_Review
"Delete selected items?","Видалити вибрані елементи?",module,Magento_Catalog
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","Модель типу об\'єкта повинна бути екземпляром \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento_CatalogImportExport
"User Name","Ім'я користувача",module,Magento_Backend
"Please assign a website to the selected CMS page.","Please assign a website to the selected CMS page.",module,Magento_UrlRewrite
"Preview","Перегляд",module,Magento_CatalogStaging
"Image Position","Положення зображення",module,Magento_Catalog
"Connect your merchant account with a PCI-compliant gateway that lets customers pay without leaving your site. (<u>Includes Express Checkout</u>)","Connect your merchant account with a PCI-compliant gateway that lets customers pay without leaving your site. (<u>Includes Express Checkout</u>)",module,Magento_Paypal
"label","етикетка",module,Magento_Eav
"Shop By","Продукція за",theme,frontend/Magento/luma
"Website","Веб-сайт",module,Magento_Catalog
"%store_name : New Return # %increment_id","%store_name : New Return # %increment_id",module,Magento_Rma
"Invalid file upload attempt.","Invalid file upload attempt.",module,Magento_TaxImportExport
"Is Active","Is Active",module,Magento_Review
"VAT Request Identifier","VAT Request Identifier",module,Magento_Sales
"%1 - Discounts and Coupons","%1 - Discounts and Coupons",module,Magento_SalesRule
"Start Time","Час початку",module,Magento_ScheduledImportExport
"Payment Action for Test","Payment Action for Test",module,Magento_Worldpay
"Handling Fee","Handling Fee",module,Magento_Usps
"LocalizedException","LocalizedException",module,Magento_Cms
"Review page in Checkout","Review page in Checkout",module,Magento_Multishipping
"Attribute code "%1" is invalid. Please use only letters (a-z), numbers (0-9) or underscore(_) in this field, first character should be a letter.","Неприпустимий код атрибуту "%1". Будь ласка, використовуйте лише літери (a-z), цифри (0-9) або підкреслення(_) у цьому полі, першим символом має бути літера.",module,Magento_Catalog
"Separate Email","Separate Email",module,Magento_Config
"Payment error. %value was not found.","Payment error. %value was not found.",module,Magento_Paypal
"Name","Назва",module,Magento_NegotiableQuote
"Minimum","Minimum",module,Magento_GiftCard
"Gift options","Gift options",module,Magento_GiftMessage
"PHP SOAP extension is required.","PHP SOAP extension is required.",module,Magento_Customer
"Layout Update XML","XML оновлення розмітки",module,Magento_CmsStaging
"An empty value disables this limitation.","An empty value disables this limitation.",module,Magento_Reward
"The status can't be unassigned because the status is currently used by an order.","The status can't be unassigned because the status is currently used by an order.",module,Magento_Sales
"Add another payment method to your existing solution or as a stand-alone option.","Add another payment method to your existing solution or as a stand-alone option.",module,Magento_Paypal
"Invalid download link type.","Invalid download link type.",module,Magento_Downloadable
"Checkout using your account","Checkout using your account",module,Magento_Customer
"Alert price","Alert price",module,Magento_Catalog
"We can't create the Wish List right now.","We can't create the Wish List right now.",module,Magento_MultipleWishlist
"Edit Team","Edit Team",module,Magento_Company
"Created Date","Created Date",module,Magento_NegotiableQuote
"The type that was requested doesn't have a corresponding implementation. Verity the type and try again.","The type that was requested doesn't have a corresponding implementation. Verity the type and try again.",module,Magento_Staging
"An attribute code must not be more than %1 characters.","An attribute code must not be more than %1 characters.",module,Magento_Eav
"Coupon Code","Coupon Code",module,Magento_SalesRuleStaging
"Order Placed From Quote","Order Placed From Quote",module,Magento_NegotiableQuote
"Gift Card Code","Gift Card Code",module,Magento_GiftCardAccount
"Select All","Вибрати все",module,Magento_ConfigurableProduct
"Directory %1 is not under storage root path.","Directory %1 is not under storage root path.",module,Magento_Cms
"Gift Card "%1" was redeemed.","Gift Card "%1" was redeemed.",module,Magento_GiftCardAccount
"Remove item","Видалити елемент",module,Magento_AdvancedCheckout
"We can't initialize shipment for adding tracking number.","We can't initialize shipment for adding tracking number.",module,Magento_Shipping
"Non-rectangular","Non-rectangular",module,Magento_Usps
"Please enter a valid full date.","Будь ласка, введіть дійсну повну дату.",lib,web
"Enable this Solution","Увімкнути це Рішення",module,Magento_Braintree
"Are you sure you want to block the selected companies?","Are you sure you want to block the selected companies?",module,Magento_Company
"Back to Billing Information","Back to Billing Information",module,Magento_Multishipping
"Worldwide Express","Worldwide Express",module,Magento_Ups
"Submitted on %1","Submitted on %1",module,Magento_Review
"Page not found","Page not found",module,Magento_Customer
"Unable to remove rule %1","Не вдалося видалити правило %1",module,Magento_CatalogRule
"Customer","Покупець",module,Magento_Sales
"The %1 Cart doesn't contain the %2 item.","The %1 Cart doesn't contain the %2 item.",module,Magento_Quote
"Add/Update Complex Data","Add/Update Complex Data",module,Magento_ImportExport
"Vul hier een geldige datum in.","Vul hier een geldige datum in.",module,Magento_Ui
"Remove CMS Block from Campaign","Remove CMS Block from Campaign",module,Magento_CmsStaging
"Order Total","Вартість замовлення",module,Magento_Reports
"Delete Rule","Видалити правило",module,Magento_CatalogRule
"Minimum Amount","Minimum Amount",module,Magento_Sales
"An attribute has been removed. This attribute will no longer appear in your configurations.","An attribute has been removed. This attribute will no longer appear in your configurations.",module,Magento_ConfigurableProduct
"No item with the provided ID was found in the Order. Verify the ID and try again.","No item with the provided ID was found in the Order. Verify the ID and try again.",module,Magento_GiftMessage
"%1 changed the credit currency from %2 to %3 at the conversion rate of %2/%3 %4.","%1 changed the credit currency from %2 to %3 at the conversion rate of %2/%3 %4.",module,Magento_CompanyCredit
"Back","Назад",module,Magento_GiftRegistry
"Review Order - %1","Review Order - %1",module,Magento_Multishipping
"Manage","Manage",module,Magento_Theme
"Product with ID: %s doesn't exist","Product with ID: %s doesn't exist",module,Magento_Catalog
"Input type "%value%" not found in the input types list.","Input type "%value%" not found in the input types list.",module,Magento_Eav
"Please select item(s).","Please select item(s).",module,Magento_Support
"We could not add a product to cart by the ID "%1".","We could not add a product to cart by the ID "%1".",module,Magento_Sales
"Integration configuration file","Integration configuration file",module,Magento_Integration
"Vault Title","Vault Заголовок",module,Magento_Braintree
"Price","Ціна",module,Magento_ConfigurableProduct
"Monthly","Щомісячно",module,Magento_ScheduledImportExport
"Show All Orders","Показати всі замовлення",module,Magento_NegotiableQuote
"Are you sure you want to set this company to active? If you confirm, the company members will be able to operate within their company account.>","Are you sure you want to set this company to active? If you confirm, the company members will be able to operate within their company account.>",module,Magento_Company
"Products","Товари",module,Magento_Reports
"Qty","Кіл-ть",module,Magento_Checkout
"Add Products","Додати Продукти",module,Magento_Rma
"A user with this email address already exists in the system. If you proceed, the user will be linked to your company.","A user with this email address already exists in the system. If you proceed, the user will be linked to your company.",module,Magento_Company
"You unsubscribed.","Ви відписались.",module,Magento_Reward
"The group with the "%1" ID doesn't exist. Verify the ID and try again.","The group with the "%1" ID doesn't exist. Verify the ID and try again.",module,Magento_Catalog
"message %1","message %1",module,Magento_UrlRewrite
"Items Refunded","Items Refunded",module,Magento_Sales
"We can't update the attribute.","Ми не в змозі оновити атрибут.",module,Magento_Catalog
"Proceed","Proceed",module,Magento_SharedCatalog
"Allow Multiple Boxes for Shipping","Дозволити кілька коробок на доставку",module,Magento_ScalableInventory
"We cannot register an existing shipment","We cannot register an existing shipment",module,Magento_Sales
"Please use the following link to create an account and view the deals:","Please use the following link to create an account and view the deals:",module,Magento_Invitation
"Synonym For","Synonym For",module,Magento_Search
"Conversion","Conversion",module,Magento_Invitation
"The "%1" UI component element name is invalid. Verify the name and try again.","The "%1" UI component element name is invalid. Verify the name and try again.",module,Magento_Ui
"Expired","Expired",module,Magento_NegotiableQuote
"Pending Reviews","Pending Reviews",module,Magento_Review
"ending","закінчується",module,Magento_Vault
"Entity object is undefined","Entity object is undefined",module,Magento_Eav
"Customer Account Address","Customer Account Address",module,Magento_CustomerCustomAttributes
"Apply","Застосувати",module,Magento_AdvancedCheckout
"Please enter a new password.","Please enter a new password.",module,Magento_Customer
"Delete","Видалити",module,Magento_Backend
"Remove CMS Page from Campaign","Remove CMS Page from Campaign",module,Magento_CmsStaging
"Buyer claims that a possible duplicate payment was made to the merchant.","Buyer claims that a possible duplicate payment was made to the merchant.",module,Magento_Paypal
"error","помилка",module,Magento_Braintree
"Discount amount is applied to subtotal only","Discount amount is applied to subtotal only",module,Magento_SalesRule
"Inactive","Неактивний",module,Magento_CustomerSegment
"Edit Store View","Редагувати Вид Магазину",module,Magento_Backend
"You cannot update the quote status.","You cannot update the quote status.",module,Magento_NegotiableQuote
"The title that goes before name (Mr., Mrs., etc.)","The title that goes before name (Mr., Mrs., etc.)",module,Magento_Customer
"Text Field","Text Field",module,Magento_Rma
"Products","Товари",module,Magento_CustomerSegment
"Payments by PayPal (150 X 40)","Payments by PayPal (150 X 40)",module,Magento_Paypal
"Parcel","Parcel",module,Magento_Usps
"Submit Comment","Надіслати коментар",module,Magento_Rma
"Customer earned promotion extra %1.","Customer earned promotion extra %1.",module,Magento_Reward
"Rectangular","Rectangular",module,Magento_Usps
"Comment Text","Comment Text",module,Magento_Shipping
"Subtotal:","Проміжний підсумок:",module,Magento_Sales
"We can't delete "%1" because the directory is not writable.","We can't delete "%1" because the directory is not writable.",module,Magento_ScheduledImportExport
"ID","Ідентифікатор",module,Magento_GroupedProduct
"Please add invitees.","Please add invitees.",module,Magento_GiftRegistry
"Account will be unlocked after provided time.","Account will be unlocked after provided time.",module,Magento_Customer
"JavaScript seems to be disabled in your browser.","JavaScript seems to be disabled in your browser.",module,Magento_Theme
"Alphanumeric","Alphanumeric",module,Magento_SalesRule
"Go to Shipping Information","Go to Shipping Information",module,Magento_Multishipping
"Matched Address only (no ZIP) International","Matched Address only (no ZIP) International",module,Magento_Paypal
"By Customers","By Customers",module,Magento_Reports
"Product with SKU "%1" does not exist","Товар з артикулем "%1" не існує",module,Magento_CatalogInventory
"Create New Order for %1","Create New Order for %1",module,Magento_Sales
"Please enter the street.","Please enter the street.",module,Magento_Sales
"We cannot initialize an RMA to delete a tracking number.","We cannot initialize an RMA to delete a tracking number.",module,Magento_Rma
"Email to a Friend","Надіслати другу",module,Magento_Config
"This is the wrong quote item id to update configuration.","This is the wrong quote item id to update configuration.",module,Magento_Quote
"Send Failed Email Copy To","Send Failed Email Copy To",module,Magento_ScheduledImportExport
"* View and manage company quotes in Admin Panel","* View and manage company quotes in Admin Panel",module,Magento_Company
"Reimburse Balance","Reimburse Balance",module,Magento_CompanyCredit
"Stores Configuration","Конфігурації Магазинів",module,Magento_Backend
"Select from the following attribute values for this product. Each unique combination of values creates a unique product SKU.","Select from the following attribute values for this product. Each unique combination of values creates a unique product SKU.",module,Magento_Swatches
"Continue Shopping","Продовжити покупки",module,Magento_Multishipping
"This item has no weight","Ця позиція не має ваги",module,Magento_Catalog
"Errors in Cron Schedules Queue","Errors in Cron Schedules Queue",module,Magento_Support
"Please specify the order ID to be removed from archive.","Please specify the order ID to be removed from archive.",module,Magento_SalesArchive
"<a href="https://financing.paypal.com/ppfinportal/content/whyUseFinancing" target="_blank">Why Advertise Financing?</a><br/>,module,Magento_Paypal <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing,module,Magento_Paypal from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.,module,Magento_Paypal Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.,module,Magento_Paypal The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%,module,Magento_Paypal or more. <a href="https://financing.paypal.com/ppfinportal/content/forrester" target="_blank">See Details</a>.","<a href="https://financing.paypal.com/ppfinportal/content/whyUseFinancing" target="_blank">Why Advertise Financing?</a><br/>,module,Magento_Paypal <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing,module,Magento_Paypal from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.,module,Magento_Paypal Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.,module,Magento_Paypal The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%,module,Magento_Paypal or more. <a href="https://financing.paypal.com/ppfinportal/content/forrester" target="_blank">See Details</a>.",module,Magento_Paypal
"%name,","%name,",module,Magento_Customer
"View Order","Переглянути замовлення",module,Magento_Paypal
"IP Address","IP Address",module,Magento_Reports
"Default B2B Payment Methods","B2B  метод оплати за замовчуванням",module,Magento_CompanyPayment
"Valid range: 0-59 (default 0).","Valid range: 0-59 (default 0).",module,Magento_Reminder
"Qty","Кіл-ть",module,Magento_Multishipping
"Price","Ціна",module,Magento_Backend
"Unassign","Unassign",module,Magento_VisualMerchandiser
"No such entity","No such entity",module,Magento_Tax
"Vertical","Vertical",module,Magento_Paypal
"URL Key","Ключ URL-адреси",module,Magento_CmsStaging
"Discount amount: ","Discount amount: ",module,Magento_NegotiableQuote
"Invalid backend model specified: %1","Invalid backend model specified: %1",module,Magento_Eav
"Linked Products","Linked Products",module,Magento_SharedCatalog
"You can't send messages more than %1 times an hour.","You can't send messages more than %1 times an hour.",module,Magento_SendFriendGraphQl
"Wrong request.","Wrong request.",module,Magento_Theme
"This email is sent when company status changes from Rejected or Blocked to Active.","This email is sent when company status changes from Rejected or Blocked to Active.",module,Magento_Company
"You have entered an invalid password for current user.","Ви ввели невірний пароль для поточного користувача.",module,Magento_Backend
"Tax Rate Information","Tax Rate Information",module,Magento_Tax
"WYSIWYG Options","WYSIWYG Options",module,Magento_Cms
"Free Method","Free Method",module,Magento_Fedex
"Add URL Rewrite for CMS page","Add URL Rewrite for CMS page",module,Magento_UrlRewrite
"Please specify a valid number of minute.","Please specify a valid number of minute.",module,Magento_Reminder
"CMS Page Link Inline Template","CMS Page Link Inline Template",module,Magento_VersionsCms
"Group with the same code","Group with the same code",module,Magento_Store
"Any","Будь-який",module,Magento_Backend
"You removed this %1 from the update and saved it in the other one.","You removed this %1 from the update and saved it in the other one.",module,Magento_Staging
"Reorder","Повторити замовлення",module,Magento_Logging
"Gift Certificate Payment: purchase of Gift Certificate","Gift Certificate Payment: purchase of Gift Certificate",module,Magento_Paypal
"Back","Назад",module,Magento_Invitation
"Custom Design","Користувацький Дизайн",module,Magento_Catalog
"123","123",module,Magento_Catalog
"Administrator","Адміністратор",module,Magento_User
"Remove","Вилучити",module,Magento_Reward
"Create an Account","Створити обліковий запис",module,Magento_Customer
"Entity Type Code","Entity Type Code",module,Magento_Support
"Please enter a number 0 or greater in this field.","Будь ласка, введіть у це поле число 0 або більше.",module,Magento_Catalog
"You need a balance to save your balance history.","You need a balance to save your balance history.",module,Magento_CustomerBalance
"This synonyms group no longer exists.","This synonyms group no longer exists.",module,Magento_Search
"Payment Applicable From","Payment Applicable From",module,Magento_Paypal
"%1 <span>x</span> %2 <span>px.</span>","%1 <span>x</span> %2 <span>пікс.</span>",module,Magento_Catalog
"Are you sure that you want to strip all tags?","Are you sure that you want to strip all tags?",module,Magento_Newsletter
"The balance history action code is unknown. Verify the code and try again.","The balance history action code is unknown. Verify the code and try again.",module,Magento_CustomerBalance
"Quantity","Кількість",module,Magento_Catalog
"Logo Width","Logo Width",module,Magento_Email
"Run","Запустити",module,Magento_ScheduledImportExport
"Request Courier","Request Courier",module,Magento_Fedex
"Debug","Відладка",module,Magento_Usps
"Consumer is not authorized to access resource","Consumer is not authorized to access resource",module,Magento_Company
""%1" is not a valid image format.",""%1" is not a valid image format.",module,Magento_Customer
"The customer can't be assigned to the cart. The cart belongs to a different store.","The customer can't be assigned to the cart. The cart belongs to a different store.",module,Magento_Quote
"Attributes","Атрибути",module,Magento_ConfigurableProductStaging
"Products Bestsellers Report","Products Bestsellers Report",module,Magento_Reports
"Enable RMA on Product Level","Enable RMA on Product Level",module,Magento_Rma
"The total model should be extended from \Magento\Sales\Model\Order\Total\AbstractTotal.","The total model should be extended from \Magento\Sales\Model\Order\Total\AbstractTotal.",module,Magento_Sales
"Use Config Settings","Використовувати значення за замовчуванням",module,Magento_ScalableInventory
"At least one email address is needed. Enter an email address and try again.","At least one email address is needed. Enter an email address and try again.",module,Magento_GiftRegistry
""Need a New Relic account? <a href="http://www.newrelic.com/magento" target="_blank">Click here to get one",""Need a New Relic account? <a href="http://www.newrelic.com/magento" target="_blank">Click here to get one",module,Magento_NewRelicReporting
"Websites","Веб-сайти",module,Magento_Review
"Delete Template","Видалити шаблон",module,Magento_Email
""%1" uses too many characters.",""%1" uses too many characters.",module,Magento_Customer
"Token verifier and verifier token do not match","Token verifier and verifier token do not match",module,Magento_Integration
"Warning","Попередження",lib,web
"Placed on <span class="no-link">%created_at</span>","Придбано <span class="no-link">%created_at</span>",module,Magento_Sales
"Store Credit","Store Credit",module,Magento_CompanyCredit
"You must confirm your account. Please check your email for the confirmation link or <a href="%1">click here</a> for a new link.","Ви повинні підтвердити свій обліковий запис. Вам на пошту відправлений лист з підтвердженням, перейдіть, будь ласка, за посиланням для підтвердження або, <a href="%1"> натисніть тут</a> для повторної відправки листа.",module,Magento_Checkout
"PayPal Debit Card Cash Advance","PayPal Debit Card Cash Advance",module,Magento_Paypal
"General: reversal of a type not belonging to the other T11xx categories","General: reversal of a type not belonging to the other T11xx categories",module,Magento_Paypal
"Test Mode","Тестовий режим",module,Magento_Cybersource
"Wrong email.","Wrong email.",module,Magento_Customer
"Search results for: '%1'","Результати пошуку: '%1'",module,Magento_CatalogSearch
"Title","Назва",module,Magento_Braintree
"Shipping Settings","Shipping Settings",module,Magento_Shipping
"Image Size","Розмір зображення",module,Magento_ProductVideo
"Unable to save address. Please check input data.","Unable to save address. Please check input data.",module,Magento_Quote
"We received your order!","Ми отримали ваше замовлення!",module,Magento_Multishipping
"Move to Another Campaign","Move to Another Campaign",module,Magento_CatalogRuleStaging
"Close Window","Закрити вікно",module,Magento_Catalog
"The entity that was requested doesn't exist. Verify the entity and try again.","The entity that was requested doesn't exist. Verify the entity and try again.",module,Magento_Rma
"Add Gift Options","Add Gift Options",module,Magento_GiftMessage
"Columns","Columns",module,Magento_Ui
"Customer Segment Report","Customer Segment Report",module,Magento_CustomerSegment
"Newsletter Templates","Newsletter Templates",module,Magento_Newsletter
"No Coupon","No Coupon",module,Magento_SalesRule
"You will be redirected to the PayPal website when you place an order.","You will be redirected to the PayPal website when you place an order.",module,Magento_Paypal
"Please select","Будь ласка, виберіть",module,Magento_GiftWrapping
"Basic Settings - PayPal Payments Advanced","Basic Settings - PayPal Payments Advanced",module,Magento_Paypal
"You saved the configuration.","You saved the configuration.",module,Magento_Config
"Load a list of SKUs","Завантажити список артикулів",module,Magento_Widget
"Default option value is not defined","Default option value is not defined",module,Magento_Eav
"No API Key was specified or an invalid API Key was specified.","No API Key was specified or an invalid API Key was specified.",module,Magento_Directory
"Address","Адреса",module,Magento_Braintree
"The product's required option(s) weren't entered. Make sure the options are entered and try again.","The product's required option(s) weren't entered. Make sure the options are entered and try again.",module,Magento_Catalog
"Cannot delete attributeGroup with id %1","Cannot delete attributeGroup with id %1",module,Magento_Eav
"Refresh Lifetime Statistics","Refresh Lifetime Statistics",module,Magento_Reports
"Get Feed","Get Feed",module,Magento_Rss
"Special Price From","Спеціальна ціна з",module,Magento_Catalog
"Search Recommendations Count","Кількість пошукових рекомендацій",module,Magento_AdvancedSearch
"Schedule Id","Schedule Id",module,Magento_Support
"Cart Price Rule","Cart Price Rule",module,Magento_Sales
"First Name","Ім'я",module,Magento_User
"Sorry, you need permissions to view this content.","Вибачте, вам потрібен дозвіл на перегляд цього контенту.",module,Magento_Backend
"Are you sure you want to delete this gift registry?","Are you sure you want to delete this gift registry?",module,Magento_GiftRegistry
"Check here to link an RSS feed to your Wish List.","Check here to link an RSS feed to your Wish List.",module,Magento_Wishlist
"Banner Information","Інформація про банер",module,Magento_Banner
"Product Attributes","Атрибути товарів",module,Magento_CustomerSegment
"Page not found.","Сторінка не знайдена.",module,Magento_Customer
"Customer","Покупець",module,Magento_CustomerSegment
"Default Status","Default Status",module,Magento_Sales
"This enables or disables SSL verification of the Magento server by UPS.","This enables or disables SSL verification of the Magento server by UPS.",module,Magento_Ups
"2nd Day Air AM","2nd Day Air AM",module,Magento_Ups
"options","опції",module,Magento_B2b
"Edit Order %1 %2 Address","Edit Order %1 %2 Address",module,Magento_Sales
"Please correct Table Rate code type: %1.","Please correct Table Rate code type: %1.",module,Magento_OfflineShipping
"Widget","Widget",module,Magento_Logging
"New Address","Нова адреса",module,Magento_Checkout
